;Index;Tema;Pregunta;Lugar;Lema;Respuesta;Respuesta(Fon);Provincia;Dialectos;PalabraBase
175094;1052;Izen morfologia: izen arrunten deklinabide;e + arengan;Oderitz;semengan;sémengám;;Nafarroa;Nafarra;
175095;1052;Izen morfologia: izen arrunten deklinabide;e + arengan;Oderitz;semengain;sémengáin;;Nafarroa;Nafarra;
175096;1052;Izen morfologia: izen arrunten deklinabide;e + arengan;Oderitz;semengain;sémengáin;;Nafarroa;Nafarra;
175097;1052;Izen morfologia: izen arrunten deklinabide;e + arengan;Oiartzun;semikin;sémikin;;Gipuzkoa;Erdialdekoa;
175098;1052;Izen morfologia: izen arrunten deklinabide;e + arengan;Oñati;semíekin;semíekin;;Gipuzkoa;Mendebaldekoa;
175099;1052;Izen morfologia: izen arrunten deklinabide;e + arengan;Ondarroa;semias;semías;;Bizkaia;Mendebaldekoa;
175100;1052;Izen morfologia: izen arrunten deklinabide;e + arengan;Orexa;semeakin;seméakíñ;;Gipuzkoa;Erdialdekoa;
175101;1052;Izen morfologia: izen arrunten deklinabide;e + arengan;Orexa;semean;seméán;;Gipuzkoa;Erdialdekoa;
175102;1052;Izen morfologia: izen arrunten deklinabide;e + arengan;Orio;semiakin;semíakin;;Gipuzkoa;Erdialdekoa;
175103;1052;Izen morfologia: izen arrunten deklinabide;e + arengan;Orozko;semeagas;seméagas;;Bizkaia;Mendebaldekoa;
175104;1052;Izen morfologia: izen arrunten deklinabide;e + arengan;Orozko;semeagan;seméagan;;Bizkaia;Mendebaldekoa;
175105;1052;Izen morfologia: izen arrunten deklinabide;e + arengan;Otxandio;semias;semías;;Bizkaia;Mendebaldekoa;
175106;1052;Izen morfologia: izen arrunten deklinabide;e + arengan;Otxandio;semeagan;seméagan;;Bizkaia;Mendebaldekoa;
175107;1052;Izen morfologia: izen arrunten deklinabide;e + arengan;Pagola;semín;semín;;Zuberoa;Zuberotarra;
175108;1052;Izen morfologia: izen arrunten deklinabide;e + arengan;Pasaia;semian;sémián;;Gipuzkoa;Erdialdekoa;
175109;1052;Izen morfologia: izen arrunten deklinabide;e + arengan;Pasaia;semiakin;semíakin;;Gipuzkoa;Erdialdekoa;
175110;1052;Izen morfologia: izen arrunten deklinabide;e + arengan;Santa Grazi;semian;semían;;Zuberoa;Zuberotarra;
175111;1052;Izen morfologia: izen arrunten deklinabide;e + arengan;Santa Grazi;semeátan;semeátan;;Zuberoa;Zuberotarra;
175112;1052;Izen morfologia: izen arrunten deklinabide;e + arengan;Sara;semiaékin;semiaékin;;Lapurdi;Nafar-Lapurtarra;
175113;1052;Izen morfologia: izen arrunten deklinabide;e + arengan;Senpere;semiain baitan;sémiaim baitán;;Lapurdi;Nafar-Lapurtarra;
175114;1052;Izen morfologia: izen arrunten deklinabide;e + arengan;Sohüta;semín;semín;;Zuberoa;Zuberotarra;
175115;1052;Izen morfologia: izen arrunten deklinabide;e + arengan;Sondika;semeas;seméas;;Bizkaia;Mendebaldekoa;
175116;1052;Izen morfologia: izen arrunten deklinabide;e + arengan;Suarbe;semian;sémian;;Nafarroa;Nafarra;
175117;1052;Izen morfologia: izen arrunten deklinabide;e + arengan;Suarbe;semiáki;semiáki;;Nafarroa;Nafarra;
175118;1052;Izen morfologia: izen arrunten deklinabide;e + arengan;Sunbilla;semikin;semikin;;Nafarroa;Nafarra;
175119;1052;Izen morfologia: izen arrunten deklinabide;e + arengan;Tolosa;semen;semém;;Gipuzkoa;Erdialdekoa;
175120;1052;Izen morfologia: izen arrunten deklinabide;e + arengan;Uharte Garazi;semian;semián;;NafarroaBehera;Nafar-Lapurtarra;
175121;1052;Izen morfologia: izen arrunten deklinabide;e + arengan;Urdiain;semíekin;sémiekín;;Nafarroa;Nafarra;
175122;1052;Izen morfologia: izen arrunten deklinabide;e + arengan;Urdiñarbe;semín;semín;;Zuberoa;Zuberotarra;
175123;1052;Izen morfologia: izen arrunten deklinabide;e + arengan;Urketa;semiá baitán;semiá baitán;;Lapurdi;Nafar-Lapurtarra;
175124;1052;Izen morfologia: izen arrunten deklinabide;e + arengan;Urretxu;seméarekín;seméarekín;;Gipuzkoa;Erdialdekoa;
175125;1052;Izen morfologia: izen arrunten deklinabide;e + arengan;Urretxu;semekín;semékíñ;;Gipuzkoa;Erdialdekoa;
175126;1052;Izen morfologia: izen arrunten deklinabide;e + arengan;Ürrüstoi;semín;semín;;Zuberoa;Zuberotarra;
175127;1052;Izen morfologia: izen arrunten deklinabide;e + arengan;Uztaritze;semiaren baitan;semiaren báitan;;Lapurdi;Nafar-Lapurtarra;
175128;1052;Izen morfologia: izen arrunten deklinabide;e + arengan;Zaratamo;semiagas;semíagás;;Bizkaia;Mendebaldekoa;
175129;1052;Izen morfologia: izen arrunten deklinabide;e + arengan;Zaratamo;semeagan;seméagán;;Bizkaia;Mendebaldekoa;
175130;1052;Izen morfologia: izen arrunten deklinabide;e + arengan;Zeanuri;semeagas;seméagas;;Bizkaia;Mendebaldekoa;
175131;1052;Izen morfologia: izen arrunten deklinabide;e + arengan;Zeanuri;semeagan;seméagan;;Bizkaia;Mendebaldekoa;
175132;1052;Izen morfologia: izen arrunten deklinabide;e + arengan;Zeberio;semeagas;seméagas;;Bizkaia;Mendebaldekoa;
175133;1052;Izen morfologia: izen arrunten deklinabide;e + arengan;Zeberio;semeagan;seméagan;;Bizkaia;Mendebaldekoa;
175134;1052;Izen morfologia: izen arrunten deklinabide;e + arengan;Zegama;semekín;semékiñ;;Gipuzkoa;Erdialdekoa;
175135;1052;Izen morfologia: izen arrunten deklinabide;e + arengan;Zilbeti;semean;semeán;;Nafarroa;Nafarra;
175138;1052;Izen morfologia: izen arrunten deklinabide;e + arengan;Zornotza;semíean;semíean;;Bizkaia;Mendebaldekoa;
175139;1052;Izen morfologia: izen arrunten deklinabide;e + arengan;Zugarramurdi;semiáikin;semiáikin;;Nafarroa;Nafarra;
175143;1053;Izen morfologia: izen arrunten deklinabide;i + a;Ahetze;idía;idía;;Lapurdi;Nafar-Lapurtarra;
175144;1053;Izen morfologia: izen arrunten deklinabide;i + a;Aia;iriya;iríyá;;Gipuzkoa;Erdialdekoa;
175145;1053;Izen morfologia: izen arrunten deklinabide;i + a;Aldude;ídia;ídia;;NafarroaBehera;Nafar-Lapurtarra;
175146;1053;Izen morfologia: izen arrunten deklinabide;i + a;Aldude;idja;ídia;;NafarroaBehera;Nafar-Lapurtarra;
175147;1053;Izen morfologia: izen arrunten deklinabide;i + a;Alkotz;idié;iríe;;Nafarroa;Nafarra;
175148;1053;Izen morfologia: izen arrunten deklinabide;i + a;Alkotz;idie;erríe;;Nafarroa;Nafarra;
175149;1053;Izen morfologia: izen arrunten deklinabide;i + a;Alkotz;idíe;erríe;;Nafarroa;Nafarra;
175150;1053;Izen morfologia: izen arrunten deklinabide;i + a;Altzai;idía;idía;;Zuberoa;Zuberotarra;
175151;1053;Izen morfologia: izen arrunten deklinabide;i + a;Altzürükü;idía;idía;;Zuberoa;Zuberotarra;
175152;1053;Izen morfologia: izen arrunten deklinabide;i + a;Amezketa;idié;erríé;;Gipuzkoa;Erdialdekoa;
175153;1053;Izen morfologia: izen arrunten deklinabide;i + a;Amezketa;arrií;gurrdíi;;Gipuzkoa;Erdialdekoa;
175154;1053;Izen morfologia: izen arrunten deklinabide;i + a;Andoain;iriya;íriyá;;Gipuzkoa;Erdialdekoa;
175155;1053;Izen morfologia: izen arrunten deklinabide;i + a;Aniz;idié;idié;;Nafarroa;Nafarra;
175156;1053;Izen morfologia: izen arrunten deklinabide;i + a;Aramaio;irixe;iríxe;;Araba;Mendebaldekoa;
175157;1053;Izen morfologia: izen arrunten deklinabide;i + a;Araotz (Oñati);irixa;iríxa;;Gipuzkoa;Mendebaldekoa;
175158;1053;Izen morfologia: izen arrunten deklinabide;i + a;Arbizu;ididda;íriddá;;Nafarroa;Nafarra;
175162;1053;Izen morfologia: izen arrunten deklinabide;i + a;Armendaritze;idiá;idiá;;NafarroaBehera;Nafar-Lapurtarra;
175163;1053;Izen morfologia: izen arrunten deklinabide;i + a;Armendaritze;idja;idiá;;NafarroaBehera;Nafar-Lapurtarra;
175164;1053;Izen morfologia: izen arrunten deklinabide;i + a;Arnegi;idía;idía;;NafarroaBehera;Nafar-Lapurtarra;
175165;1053;Izen morfologia: izen arrunten deklinabide;i + a;Arrangoitze;idía;idía;;Lapurdi;Nafar-Lapurtarra;
175166;1053;Izen morfologia: izen arrunten deklinabide;i + a;Arrasate;idí¡e;idí¡e;;Gipuzkoa;Mendebaldekoa;
175167;1053;Izen morfologia: izen arrunten deklinabide;i + a;Arrazola (Atxondo);irixe;iríxe;;Bizkaia;Mendebaldekoa;
175168;1053;Izen morfologia: izen arrunten deklinabide;i + a;Arrieta;idixe;idixé;;Bizkaia;Mendebaldekoa;
175170;1053;Izen morfologia: izen arrunten deklinabide;i + a;Arrueta;ídiá;ídiá;;NafarroaBehera;Nafar-Lapurtarra;
175171;1053;Izen morfologia: izen arrunten deklinabide;i + a;Asteasu;ididda;íriddá;;Gipuzkoa;Erdialdekoa;
175172;1053;Izen morfologia: izen arrunten deklinabide;i + a;Ataun;idie;írié;;Gipuzkoa;Erdialdekoa;
175173;1053;Izen morfologia: izen arrunten deklinabide;i + a;Ataun;idié;írié;;Gipuzkoa;Erdialdekoa;
175174;1053;Izen morfologia: izen arrunten deklinabide;i + a;Azkaine;idiya;idíya;;Lapurdi;Nafar-Lapurtarra;
175175;1053;Izen morfologia: izen arrunten deklinabide;i + a;Azkoitia;irixe;iríxe;;Gipuzkoa;Erdialdekoa;
175176;1053;Izen morfologia: izen arrunten deklinabide;i + a;Azpeitia;iriye;iríye;;Gipuzkoa;Erdialdekoa;
175177;1053;Izen morfologia: izen arrunten deklinabide;i + a;Baigorri;idía;idía;;NafarroaBehera;Nafar-Lapurtarra;
175178;1053;Izen morfologia: izen arrunten deklinabide;i + a;Baigorri;herría;herría;;NafarroaBehera;Nafar-Lapurtarra;
175179;1053;Izen morfologia: izen arrunten deklinabide;i + a;Bakio;idixe;idíxe;;Bizkaia;Mendebaldekoa;
175180;1053;Izen morfologia: izen arrunten deklinabide;i + a;Bardoze;ídia;ídia;;Lapurdi;Nafar-Lapurtarra;
175181;1053;Izen morfologia: izen arrunten deklinabide;i + a;Bardoze;idja;ídia;;Lapurdi;Nafar-Lapurtarra;
175182;1053;Izen morfologia: izen arrunten deklinabide;i + a;Barkoxe;idía;idía;;Zuberoa;Zuberotarra;
175183;1053;Izen morfologia: izen arrunten deklinabide;i + a;Bastida;idiá;hiriá;;NafarroaBehera;Nafar-Lapurtarra;
175184;1053;Izen morfologia: izen arrunten deklinabide;i + a;Beasain;idié;iríe;;Gipuzkoa;Erdialdekoa;
175185;1053;Izen morfologia: izen arrunten deklinabide;i + a;Behorlegi;ídia;ídia;;NafarroaBehera;Nafar-Lapurtarra;
175186;1053;Izen morfologia: izen arrunten deklinabide;i + a;Behorlegi;idja;ídia;;NafarroaBehera;Nafar-Lapurtarra;
175187;1053;Izen morfologia: izen arrunten deklinabide;i + a;Beizama;iriya;iríyá;;Gipuzkoa;Erdialdekoa;
175188;1053;Izen morfologia: izen arrunten deklinabide;i + a;Bergara;irixa;idíxa;;Gipuzkoa;Mendebaldekoa;
175189;1053;Izen morfologia: izen arrunten deklinabide;i + a;Bermeo;idixe;idixé;;Bizkaia;Mendebaldekoa;
175190;1053;Izen morfologia: izen arrunten deklinabide;i + a;Berriz;idixe;idíxe;;Bizkaia;Mendebaldekoa;
175191;1053;Izen morfologia: izen arrunten deklinabide;i + a;Berriz;iixe;iíxe;;Bizkaia;Mendebaldekoa;
175192;1053;Izen morfologia: izen arrunten deklinabide;i + a;Beruete;idíe;ídié;;Nafarroa;Nafarra;
175193;1053;Izen morfologia: izen arrunten deklinabide;i + a;Beskoitze;ídiá;ídiá;;Lapurdi;Nafar-Lapurtarra;
175194;1053;Izen morfologia: izen arrunten deklinabide;i + a;Bidarrai;idiá;idiá;;NafarroaBehera;Nafar-Lapurtarra;
175195;1053;Izen morfologia: izen arrunten deklinabide;i + a;Bidarrai;idja;idiá;;NafarroaBehera;Nafar-Lapurtarra;
175197;1053;Izen morfologia: izen arrunten deklinabide;i + a;Busturia;idixe;idixé;;Bizkaia;Mendebaldekoa;
175198;1053;Izen morfologia: izen arrunten deklinabide;i + a;Deba;irixa;iríxá;;Gipuzkoa;Mendebaldekoa;
175199;1053;Izen morfologia: izen arrunten deklinabide;i + a;Deba;irixa;iríxá;;Gipuzkoa;Mendebaldekoa;
175200;1053;Izen morfologia: izen arrunten deklinabide;i + a;Dima;idíe;idíe;;Bizkaia;Mendebaldekoa;
175201;1053;Izen morfologia: izen arrunten deklinabide;i + a;Domintxaine;idiá;idiá;;Zuberoa;Zuberotarra;
175202;1053;Izen morfologia: izen arrunten deklinabide;i + a;Domintxaine;idja;idiá;;Zuberoa;Zuberotarra;
175203;1053;Izen morfologia: izen arrunten deklinabide;i + a;Domintxaine;idja;záldia;;Zuberoa;Zuberotarra;
175204;1053;Izen morfologia: izen arrunten deklinabide;i + a;Domintxaine;béhia;béhia;;Zuberoa;Zuberotarra;
175205;1053;Izen morfologia: izen arrunten deklinabide;i + a;Domintxaine;ídia;ídia;;Zuberoa;Zuberotarra;
175206;1053;Izen morfologia: izen arrunten deklinabide;i + a;Domintxaine;idja;ídia;;Zuberoa;Zuberotarra;
175207;1053;Izen morfologia: izen arrunten deklinabide;i + a;Donamaria;idiya;idíya;;Nafarroa;Nafarra;
175208;1053;Izen morfologia: izen arrunten deklinabide;i + a;Donamaria;idie;miáuriAE;;Nafarroa;Nafarra;
175209;1053;Izen morfologia: izen arrunten deklinabide;i + a;Donamaria;iriya;miáuriya;;Nafarroa;Nafarra;
175210;1053;Izen morfologia: izen arrunten deklinabide;i + a;Donibane Lohizune;idja;iriá;;Lapurdi;Nafar-Lapurtarra;
175212;1053;Izen morfologia: izen arrunten deklinabide;i + a;Dorrao / Torrano;ididda;idídda;;Nafarroa;Nafarra;
175214;1053;Izen morfologia: izen arrunten deklinabide;i + a;Elantxobe;idixe;idíxe;;Bizkaia;Mendebaldekoa;
175215;1053;Izen morfologia: izen arrunten deklinabide;i + a;Elduain;idié;iríé;;Gipuzkoa;Erdialdekoa;
175216;1053;Izen morfologia: izen arrunten deklinabide;i + a;Elgoibar;irixa;iríxa;;Gipuzkoa;Mendebaldekoa;
175217;1053;Izen morfologia: izen arrunten deklinabide;i + a;Elorrio;irixa;idíxa;;Bizkaia;Mendebaldekoa;
175219;1053;Izen morfologia: izen arrunten deklinabide;i + a;Errezil;baserri;irí;;Gipuzkoa;Erdialdekoa;
175220;1053;Izen morfologia: izen arrunten deklinabide;i + a;Errigoiti;idixe;idíxe;;Bizkaia;Mendebaldekoa;
175221;1053;Izen morfologia: izen arrunten deklinabide;i + a;Eskiula;idía;idía;;Zuberoa;Zuberotarra;
175222;1053;Izen morfologia: izen arrunten deklinabide;i + a;Etxalar;idiya;idíya;;Nafarroa;Nafarra;
175223;1053;Izen morfologia: izen arrunten deklinabide;i + a;Etxaleku;idíe;ídié;;Nafarroa;Nafarra;
175224;1053;Izen morfologia: izen arrunten deklinabide;i + a;Etxarri (Larraun);idí;ídí;;Nafarroa;Nafarra;
175227;1053;Izen morfologia: izen arrunten deklinabide;i + a;Eugi;idie;ídie;;Nafarroa;Nafarra;
175228;1053;Izen morfologia: izen arrunten deklinabide;i + a;Ezkio-Itsaso;idié;iríé;;Gipuzkoa;Erdialdekoa;
175229;1053;Izen morfologia: izen arrunten deklinabide;i + a;Ezkurra;arrií;ídií;;Nafarroa;Nafarra;
175230;1053;Izen morfologia: izen arrunten deklinabide;i + a;Ezkurra;arrií;árrií;;Nafarroa;Nafarra;
175231;1053;Izen morfologia: izen arrunten deklinabide;i + a;Ezkurra;baserri;ongarrí;;Nafarroa;Nafarra;
175232;1053;Izen morfologia: izen arrunten deklinabide;i + a;Ezkurra;arrií;arrbií;;Nafarroa;Nafarra;
175233;1053;Izen morfologia: izen arrunten deklinabide;i + a;Ezterenzubi;idiá;idiá;;NafarroaBehera;Nafar-Lapurtarra;
175234;1053;Izen morfologia: izen arrunten deklinabide;i + a;Ezterenzubi;idja;idiá;;NafarroaBehera;Nafar-Lapurtarra;
175235;1053;Izen morfologia: izen arrunten deklinabide;i + a;Gaintza;idie;írié;;Nafarroa;Nafarra;
175236;1053;Izen morfologia: izen arrunten deklinabide;i + a;Gaintza;idié;írié;;Nafarroa;Nafarra;
175237;1053;Izen morfologia: izen arrunten deklinabide;i + a;Gamarte;ídia;ídia;;NafarroaBehera;Nafar-Lapurtarra;
175238;1053;Izen morfologia: izen arrunten deklinabide;i + a;Gamarte;idja;ídia;;NafarroaBehera;Nafar-Lapurtarra;
175239;1053;Izen morfologia: izen arrunten deklinabide;i + a;Gamiz-Fika;idixe;idíxé;;Bizkaia;Mendebaldekoa;
175240;1053;Izen morfologia: izen arrunten deklinabide;i + a;Garrüze;idiá;idiá;;NafarroaBehera;Nafar-Lapurtarra;
175241;1053;Izen morfologia: izen arrunten deklinabide;i + a;Garrüze;idja;idiá;;NafarroaBehera;Nafar-Lapurtarra;
175242;1053;Izen morfologia: izen arrunten deklinabide;i + a;Getaria;iriya;iríya;;Gipuzkoa;Erdialdekoa;
175243;1053;Izen morfologia: izen arrunten deklinabide;i + a;Getxo;idí;idí;;Bizkaia;Mendebaldekoa;
175244;1053;Izen morfologia: izen arrunten deklinabide;i + a;Gizaburuaga;idixe;idíxe;;Bizkaia;Mendebaldekoa;
175245;1053;Izen morfologia: izen arrunten deklinabide;i + a;Goizueta;idia;idíá;;Nafarroa;Nafarra;
175246;1053;Izen morfologia: izen arrunten deklinabide;i + a;Goizueta;arrií;garrbíi;;Nafarroa;Nafarra;
175247;1053;Izen morfologia: izen arrunten deklinabide;i + a;Goizueta;baserri;basérri;;Nafarroa;Nafarra;
175248;1053;Izen morfologia: izen arrunten deklinabide;i + a;Goizueta;arrií;aundii;;Nafarroa;Nafarra;
175249;1053;Izen morfologia: izen arrunten deklinabide;i + a;Goizueta;arrií;aundíi;;Nafarroa;Nafarra;
175250;1053;Izen morfologia: izen arrunten deklinabide;i + a;Hazparne;idía;idía;;Lapurdi;Nafar-Lapurtarra;
175251;1053;Izen morfologia: izen arrunten deklinabide;i + a;Hendaia;idiya;idíya;;Lapurdi;Nafar-Lapurtarra;
175253;1053;Izen morfologia: izen arrunten deklinabide;i + a;Hondarribia;iriya;iríya;;Gipuzkoa;Erdialdekoa;
175254;1053;Izen morfologia: izen arrunten deklinabide;i + a;Ibarruri (Muxika);idixe;idíxe;;Bizkaia;Mendebaldekoa;
175255;1053;Izen morfologia: izen arrunten deklinabide;i + a;Igoa;idí;ídí;;Nafarroa;Nafarra;
175256;1053;Izen morfologia: izen arrunten deklinabide;i + a;Ikaztegieta;idié;iríe;;Gipuzkoa;Erdialdekoa;
175257;1053;Izen morfologia: izen arrunten deklinabide;i + a;Irisarri;idiá;idiá;;NafarroaBehera;Nafar-Lapurtarra;
175258;1053;Izen morfologia: izen arrunten deklinabide;i + a;Irisarri;idja;idiá;;NafarroaBehera;Nafar-Lapurtarra;
175259;1053;Izen morfologia: izen arrunten deklinabide;i + a;Itsasu;idía;idía;;Lapurdi;Nafar-Lapurtarra;
175260;1053;Izen morfologia: izen arrunten deklinabide;i + a;Izturitze;idía;idía;;NafarroaBehera;Nafar-Lapurtarra;
175261;1053;Izen morfologia: izen arrunten deklinabide;i + a;Izturitze;idiá;idiá;;NafarroaBehera;Nafar-Lapurtarra;
175262;1053;Izen morfologia: izen arrunten deklinabide;i + a;Izturitze;idja;idiá;;NafarroaBehera;Nafar-Lapurtarra;
175263;1053;Izen morfologia: izen arrunten deklinabide;i + a;Jaurrieta;ídia;ídia;;Nafarroa;Nafarra;
175264;1053;Izen morfologia: izen arrunten deklinabide;i + a;Jaurrieta;idja;ídia;;Nafarroa;Nafarra;
175265;1053;Izen morfologia: izen arrunten deklinabide;i + a;Jutsi;idía;idía;;NafarroaBehera;Nafar-Lapurtarra;
175266;1053;Izen morfologia: izen arrunten deklinabide;i + a;Kortezubi;idixe;idíxe;;Bizkaia;Mendebaldekoa;
175267;1053;Izen morfologia: izen arrunten deklinabide;i + a;Landibarre;idía;idía;;NafarroaBehera;Nafar-Lapurtarra;
175268;1053;Izen morfologia: izen arrunten deklinabide;i + a;Landibarre;herría;hérria;;NafarroaBehera;Nafar-Lapurtarra;
175269;1053;Izen morfologia: izen arrunten deklinabide;i + a;Larrabetzu;idíe;idíe;;Bizkaia;Mendebaldekoa;
175270;1053;Izen morfologia: izen arrunten deklinabide;i + a;Larraine;idía;idía;;Zuberoa;Zuberotarra;
175271;1053;Izen morfologia: izen arrunten deklinabide;i + a;Larraine;herría;herría;;Zuberoa;Zuberotarra;
175272;1053;Izen morfologia: izen arrunten deklinabide;i + a;Larzabale;idía;idía;;NafarroaBehera;Nafar-Lapurtarra;
175274;1053;Izen morfologia: izen arrunten deklinabide;i + a;Laukiz;idí;idí;;Bizkaia;Mendebaldekoa;
175275;1053;Izen morfologia: izen arrunten deklinabide;i + a;Leintz Gatzaga;irí¡a;irí¡a;;Gipuzkoa;Mendebaldekoa;
175276;1053;Izen morfologia: izen arrunten deklinabide;i + a;Leioa;idié;idié;;Bizkaia;Mendebaldekoa;
175277;1053;Izen morfologia: izen arrunten deklinabide;i + a;Leitza;idíe;ídié;;Nafarroa;Nafarra;
175278;1053;Izen morfologia: izen arrunten deklinabide;i + a;Lekaroz;idíe;idíe;;Nafarroa;Nafarra;
175279;1053;Izen morfologia: izen arrunten deklinabide;i + a;Lekeitio;idixa;mendíxa;;Bizkaia;Mendebaldekoa;
175280;1053;Izen morfologia: izen arrunten deklinabide;i + a;Lemoa;idíe;idíe;;Bizkaia;Mendebaldekoa;
175281;1053;Izen morfologia: izen arrunten deklinabide;i + a;Lemoiz;idí;idí;;Bizkaia;Mendebaldekoa;
175282;1053;Izen morfologia: izen arrunten deklinabide;i + a;Luzaide / Valcarlos;ídia;ídia;;Nafarroa;Nafarra;
175283;1053;Izen morfologia: izen arrunten deklinabide;i + a;Luzaide / Valcarlos;idja;ídia;;Nafarroa;Nafarra;
175284;1053;Izen morfologia: izen arrunten deklinabide;i + a;Makea;ídia;ídia;;Lapurdi;Nafar-Lapurtarra;
175285;1053;Izen morfologia: izen arrunten deklinabide;i + a;Makea;idja;ídia;;Lapurdi;Nafar-Lapurtarra;
175286;1053;Izen morfologia: izen arrunten deklinabide;i + a;Mañaria;idixe;ídixe;;Bizkaia;Mendebaldekoa;
175287;1053;Izen morfologia: izen arrunten deklinabide;i + a;Mendaro;irixa;iríxá;;Gipuzkoa;Mendebaldekoa;
175288;1053;Izen morfologia: izen arrunten deklinabide;i + a;Mendata;idí¡e;idí¡e;;Bizkaia;Mendebaldekoa;
175289;1053;Izen morfologia: izen arrunten deklinabide;i + a;Montori;idía;idía;;Zuberoa;Zuberotarra;
175290;1053;Izen morfologia: izen arrunten deklinabide;i + a;Montori;idía;hía;;Zuberoa;Zuberotarra;
175291;1053;Izen morfologia: izen arrunten deklinabide;i + a;Mugerre;idía;idía;;Lapurdi;Nafar-Lapurtarra;
175292;1053;Izen morfologia: izen arrunten deklinabide;i + a;Mungia;idíe;idíe;;Bizkaia;Mendebaldekoa;
175293;1053;Izen morfologia: izen arrunten deklinabide;i + a;Oderitz;idí;ídí;;Nafarroa;Nafarra;
175294;1053;Izen morfologia: izen arrunten deklinabide;i + a;Oiartzun;iriya;iríyá;;Gipuzkoa;Erdialdekoa;
175295;1053;Izen morfologia: izen arrunten deklinabide;i + a;Oñati;irixa;idíxa;;Gipuzkoa;Mendebaldekoa;
175296;1053;Izen morfologia: izen arrunten deklinabide;i + a;Ondarroa;idixe;mendíxe;;Bizkaia;Mendebaldekoa;
175297;1053;Izen morfologia: izen arrunten deklinabide;i + a;Orexa;iría;iríá;;Gipuzkoa;Erdialdekoa;
175298;1053;Izen morfologia: izen arrunten deklinabide;i + a;Orexa;idíe;aundíe;;Gipuzkoa;Erdialdekoa;
175299;1053;Izen morfologia: izen arrunten deklinabide;i + a;Orio;iriya;iríya;;Gipuzkoa;Erdialdekoa;
175300;1053;Izen morfologia: izen arrunten deklinabide;i + a;Orozko;idíe;idíe;;Bizkaia;Mendebaldekoa;
175301;1053;Izen morfologia: izen arrunten deklinabide;i + a;Otxandio;irixe;iríxe;;Bizkaia;Mendebaldekoa;
175302;1053;Izen morfologia: izen arrunten deklinabide;i + a;Pagola;idía;idía;;Zuberoa;Zuberotarra;
175303;1053;Izen morfologia: izen arrunten deklinabide;i + a;Pasaia;iriya;íriyá;;Gipuzkoa;Erdialdekoa;
175304;1053;Izen morfologia: izen arrunten deklinabide;i + a;Santa Grazi;idía;idía;;Zuberoa;Zuberotarra;
175305;1053;Izen morfologia: izen arrunten deklinabide;i + a;Sara;idía;idía;;Lapurdi;Nafar-Lapurtarra;
175306;1053;Izen morfologia: izen arrunten deklinabide;i + a;Senpere;idia;ídía;;Lapurdi;Nafar-Lapurtarra;
175307;1053;Izen morfologia: izen arrunten deklinabide;i + a;Sohüta;idía;idía;;Zuberoa;Zuberotarra;
175308;1053;Izen morfologia: izen arrunten deklinabide;i + a;Sondika;idíe;idíe;;Bizkaia;Mendebaldekoa;
175309;1053;Izen morfologia: izen arrunten deklinabide;i + a;Suarbe;idíe;idíe;;Nafarroa;Nafarra;
175310;1053;Izen morfologia: izen arrunten deklinabide;i + a;Sunbilla;idiya;idíya;;Nafarroa;Nafarra;
175311;1053;Izen morfologia: izen arrunten deklinabide;i + a;Tolosa;ididda;irídda;;Gipuzkoa;Erdialdekoa;
175312;1053;Izen morfologia: izen arrunten deklinabide;i + a;Uharte Garazi;idiá;idiá;;NafarroaBehera;Nafar-Lapurtarra;
175313;1053;Izen morfologia: izen arrunten deklinabide;i + a;Uharte Garazi;idja;idiá;;NafarroaBehera;Nafar-Lapurtarra;
175314;1053;Izen morfologia: izen arrunten deklinabide;i + a;Urdiain;idiya;ídiyá;;Nafarroa;Nafarra;
175315;1053;Izen morfologia: izen arrunten deklinabide;i + a;Urdiain;ididda;ídiddá;;Nafarroa;Nafarra;
175316;1053;Izen morfologia: izen arrunten deklinabide;i + a;Urdiñarbe;idía;idía;;Zuberoa;Zuberotarra;
175317;1053;Izen morfologia: izen arrunten deklinabide;i + a;Urketa;idía;idía;;Lapurdi;Nafar-Lapurtarra;
175318;1053;Izen morfologia: izen arrunten deklinabide;i + a;Urretxu;idiya;idíyá;;Gipuzkoa;Erdialdekoa;
175319;1053;Izen morfologia: izen arrunten deklinabide;i + a;Ürrüstoi;idía;idía;;Zuberoa;Zuberotarra;
175320;1053;Izen morfologia: izen arrunten deklinabide;i + a;Uztaritze;idía;idía;;Lapurdi;Nafar-Lapurtarra;
175321;1053;Izen morfologia: izen arrunten deklinabide;i + a;Zaratamo;idí¡e;idí¡e;;Bizkaia;Mendebaldekoa;
175322;1053;Izen morfologia: izen arrunten deklinabide;i + a;Zeanuri;idíe;idíe;;Bizkaia;Mendebaldekoa;
175323;1053;Izen morfologia: izen arrunten deklinabide;i + a;Zeberio;idíe;idíe;;Bizkaia;Mendebaldekoa;
175324;1053;Izen morfologia: izen arrunten deklinabide;i + a;Zegama;idié;idíé;;Gipuzkoa;Erdialdekoa;
175325;1053;Izen morfologia: izen arrunten deklinabide;i + a;Zilbeti;idie;ídie;;Nafarroa;Nafarra;
175327;1053;Izen morfologia: izen arrunten deklinabide;i + a;Zornotza;idixe;idíxe;;Bizkaia;Mendebaldekoa;
175328;1053;Izen morfologia: izen arrunten deklinabide;i + a;Zugarramurdi;ídiá;ídiá;;Nafarroa;Nafarra;
