;Index;Tema;Pregunta;Lugar;Lema;Respuesta;Respuesta(Fon);Provincia;Dialectos;PalabraBase
171974;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Altzai;kharrikátan;kharrikátan;;Zuberoa;Zuberotarra;falta
171975;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Altzürükü;elízetan;elízetan;;Zuberoa;Zuberotarra;iglesia
171976;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Amezketa;elízetán;elízetán;;Gipuzkoa;Erdialdekoa;iglesia
171977;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Andoain;elízetan;elízetan;;Gipuzkoa;Erdialdekoa;iglesia
171978;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Aniz;elízetan;elízetan;;Nafarroa;Nafarra;iglesia
171979;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Aramaio;eléxatan;eléxatan;;Araba;Mendebaldekoa;iglesia
171980;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Araotz (Oñati);elísatan;elísatan;;Gipuzkoa;Mendebaldekoa;iglesia
171981;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Arbizu;elízetan;elízetan;;Nafarroa;Nafarra;iglesia
171983;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Armendaritze;elízetan;elízetan;;NafarroaBehera;Nafar-Lapurtarra;iglesia
171984;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Arnegi;elízetan;elízetan;;NafarroaBehera;Nafar-Lapurtarra;iglesia
171985;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Arrangoitze;elízetan;elízetan;;Lapurdi;Nafar-Lapurtarra;iglesia
171986;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Arrasate;elíxetan;elíxetan;;Gipuzkoa;Mendebaldekoa;iglesia
171987;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Arrazola (Atxondo);eléixatan;eléixatan;;Bizkaia;Mendebaldekoa;iglesia
171988;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Arrieta;eléixetán;eléixetán;;Bizkaia;Mendebaldekoa;iglesia
171990;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Arrueta;elízetan;elízetan;;NafarroaBehera;Nafar-Lapurtarra;iglesia
171991;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Asteasu;elízetan;elízetan;;Gipuzkoa;Erdialdekoa;iglesia
171992;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Ataun;elízatan;elízatan;;Gipuzkoa;Erdialdekoa;iglesia
171993;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Azkaine;elízetan;elízetan;;Lapurdi;Nafar-Lapurtarra;iglesia
171994;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Azkoitia;elízetan;elízetan;;Gipuzkoa;Erdialdekoa;iglesia
171995;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Azpeitia;elízetan;elízetan;;Gipuzkoa;Erdialdekoa;iglesia
171996;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Baigorri;elizetán;elizetán;;NafarroaBehera;Nafar-Lapurtarra;iglesia
171997;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Bakio;elixátan;elexátan;;Bizkaia;Mendebaldekoa;iglesia
171998;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Bardoze;elízetan;elízetan;;Lapurdi;Nafar-Lapurtarra;iglesia
171999;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Barkoxe;elizétan;elizétan;;Zuberoa;Zuberotarra;iglesia
172000;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Barkoxe;kharrikétan;kharrikétan;;Zuberoa;Zuberotarra;falta
172001;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Bastida;elizétan;elizétan;;NafarroaBehera;Nafar-Lapurtarra;iglesia
172002;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Beasain;elízatan;elízatan;;Gipuzkoa;Erdialdekoa;iglesia
172003;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Behorlegi;elízetan;elízetan;;NafarroaBehera;Nafar-Lapurtarra;iglesia
172004;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Beizama;elízatan;elízatan;;Gipuzkoa;Erdialdekoa;iglesia
172005;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Bergara;elizétan;elizétan;;Gipuzkoa;Mendebaldekoa;iglesia
172006;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Bermeo;elíxetan;elíxetan;;Bizkaia;Mendebaldekoa;iglesia
172007;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Berriz;elíxetan;elíxetan;;Bizkaia;Mendebaldekoa;iglesia
172008;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Beruete;elízetan;elízetan;;Nafarroa;Nafarra;iglesia
172009;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Beskoitze;elízetan;elízetan;;Lapurdi;Nafar-Lapurtarra;iglesia
172010;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Bidarrai;elízetan;elízetan;;NafarroaBehera;Nafar-Lapurtarra;iglesia
172012;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Busturia;eleixátan;eleixátan;;Bizkaia;Mendebaldekoa;iglesia
172013;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Deba;eléisetan;eléisetan;;Gipuzkoa;Mendebaldekoa;iglesia
172014;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Dima;elexán;elexán;;Bizkaia;Mendebaldekoa;iglesia
172015;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Dima;elétxetan;elétxetan;;Bizkaia;Mendebaldekoa;iglesia
172016;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Domintxaine;elízetan;elízetan;;Zuberoa;Zuberotarra;iglesia
172017;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Donamaria;elízetan;elízetan;;Nafarroa;Nafarra;iglesia
172018;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Donibane Lohizune;elízetan;elízetan;;Lapurdi;Nafar-Lapurtarra;iglesia
172020;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Dorrao / Torrano;elízetan;elízetan;;Nafarroa;Nafarra;iglesia
172022;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Elantxobe;elixátan;elixátan;;Bizkaia;Mendebaldekoa;iglesia
172023;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Elduain;elízetan;elízetan;;Gipuzkoa;Erdialdekoa;iglesia
172024;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Elgoibar;elízetan;elízetan;;Gipuzkoa;Mendebaldekoa;iglesia
172025;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Elorrio;elíxetan;elíxetan;;Bizkaia;Mendebaldekoa;iglesia
172027;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Errezil;elízetan;elízetan;;Gipuzkoa;Erdialdekoa;iglesia
172028;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Errigoiti;elíxatan;elíxatan;;Bizkaia;Mendebaldekoa;iglesia
172029;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Eskiula;elizátan;elizátan;;Zuberoa;Zuberotarra;iglesia
172030;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Etxalar;elízetan;elízetan;;Nafarroa;Nafarra;iglesia
172031;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Etxaleku;elízetan;elízetan;;Nafarroa;Nafarra;iglesia
172032;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Etxarri (Larraun);elízetan;elízetan;;Nafarroa;Nafarra;iglesia
172035;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Eugi;elízetan;elízetan;;Nafarroa;Nafarra;iglesia
172036;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Ezkio-Itsaso;elízatan;elízatan;;Gipuzkoa;Erdialdekoa;iglesia
172037;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Ezkurra;elízetan;elízetan;;Nafarroa;Nafarra;iglesia
172038;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Ezterenzubi;elizetán;elizetán;;NafarroaBehera;Nafar-Lapurtarra;iglesia
172039;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Gaintza;elízetan;elízetan;;Nafarroa;Nafarra;iglesia
172040;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Gamarte;elízetan;elízetan;;NafarroaBehera;Nafar-Lapurtarra;iglesia
172041;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Gamarte;elizetán;elizetán;;NafarroaBehera;Nafar-Lapurtarra;iglesia
172042;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Gamiz-Fika;elíxatán;elíxatán;;Bizkaia;Mendebaldekoa;iglesia
172043;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Garrüze;elízetan;elízetan;;NafarroaBehera;Nafar-Lapurtarra;iglesia
172044;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Getaria;elízetan;elízetan;;Gipuzkoa;Erdialdekoa;iglesia
172045;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Getaria;plázetan;plázetan;;Gipuzkoa;Erdialdekoa;iglesia
172046;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Getxo;eleixán;eleixán;;Bizkaia;Mendebaldekoa;iglesia
172047;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Gizaburuaga;elixátan;elexátan;;Bizkaia;Mendebaldekoa;iglesia
172048;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Goizueta;elízetan;elízetan;;Nafarroa;Nafarra;iglesia
172049;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Hazparne;elizetán;elizetán;;Lapurdi;Nafar-Lapurtarra;iglesia
172050;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Hendaia;elízetan;elízetan;;Lapurdi;Nafar-Lapurtarra;iglesia
172052;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Hondarribia;elizatan;elizatan;;Gipuzkoa;Erdialdekoa;iglesia
172053;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Ibarruri (Muxika);elixatán;elixatán;;Bizkaia;Mendebaldekoa;iglesia
172054;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Igoa;elízetan;elízetan;;Nafarroa;Nafarra;iglesia
172055;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Ikaztegieta;elizetan;elizetan;;Gipuzkoa;Erdialdekoa;iglesia
172056;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Irisarri;elízetán;elízetán;;NafarroaBehera;Nafar-Lapurtarra;iglesia
172057;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Irisarri;plazán;plazán;;NafarroaBehera;Nafar-Lapurtarra;mercado
172058;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Irisarri;plazetán;plazetán;;NafarroaBehera;Nafar-Lapurtarra;mercado
172059;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Itsasu;elízetan;elízetan;;Lapurdi;Nafar-Lapurtarra;iglesia
172060;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Izturitze;elizétan;elizétan;;NafarroaBehera;Nafar-Lapurtarra;iglesia
172061;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Jaurrieta;elízatan;elízatan;;Nafarroa;Nafarra;iglesia
172062;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Jutsi;elízetan;elízetan;;NafarroaBehera;Nafar-Lapurtarra;iglesia
172063;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Kortezubi;elexatán;elexatán;;Bizkaia;Mendebaldekoa;iglesia
172064;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Landibarre;elízetan;elízetan;;NafarroaBehera;Nafar-Lapurtarra;iglesia
172065;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Landibarre;elízetan;karríketan;;NafarroaBehera;Nafar-Lapurtarra;iglesia
172066;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Larrabetzu;elíxatan;elíxatan;;Bizkaia;Mendebaldekoa;iglesia
172067;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Larraine;elizátan;elizátan;;Zuberoa;Zuberotarra;iglesia
172068;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Larzabale;elízetan;elízetan;;NafarroaBehera;Nafar-Lapurtarra;iglesia
172070;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Laukiz;elexán;elexán;;Bizkaia;Mendebaldekoa;iglesia
172071;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Legazpi;elizatan;elizatan;;Gipuzkoa;Erdialdekoa;iglesia
172072;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Leintz Gatzaga;eléixatan;eléixatan;;Gipuzkoa;Mendebaldekoa;iglesia
172073;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Leioa;elexán;elexán;;Bizkaia;Mendebaldekoa;iglesia
172074;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Leitza;elizetán;elizetán;;Nafarroa;Nafarra;iglesia
172075;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Lekaroz;elizetán;elizetán;;Nafarroa;Nafarra;iglesia
172076;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Lekeitio;elixátan;elixátan;;Bizkaia;Mendebaldekoa;iglesia
172077;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Lemoa;elexétan;elexétan;;Bizkaia;Mendebaldekoa;iglesia
172078;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Lemoa;plasán;plasán;;Bizkaia;Mendebaldekoa;mercado
172079;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Lemoiz;elixán;elixán;;Bizkaia;Mendebaldekoa;iglesia
172080;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Luzaide / Valcarlos;elízetan;elízetan;;Nafarroa;Nafarra;iglesia
172081;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Makea;elízetan;elízetan;;Lapurdi;Nafar-Lapurtarra;iglesia
172082;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Mañaria;elíxetan;elíxetan;;Bizkaia;Mendebaldekoa;iglesia
172083;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Mendaro;elísetan;elísetan;;Gipuzkoa;Mendebaldekoa;iglesia
172084;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Mendata;elizátan;elisátan;;Bizkaia;Mendebaldekoa;iglesia
172086;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Montori;elizétan;elizétan;;Zuberoa;Zuberotarra;iglesia
172087;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Mugerre;elizetan;elizetan;;Lapurdi;Nafar-Lapurtarra;iglesia
172088;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Mungia;elixátan;elixátan;;Bizkaia;Mendebaldekoa;iglesia
172089;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Oderitz;elízetan;elízetan;;Nafarroa;Nafarra;iglesia
172090;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Oiartzun;elízetán;elízetán;;Gipuzkoa;Erdialdekoa;iglesia
172091;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Oñati;elísatan;elísatan;;Gipuzkoa;Mendebaldekoa;iglesia
172092;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Ondarroa;elixátan;elixátan;;Bizkaia;Mendebaldekoa;iglesia
172093;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Orexa;elízetan;elízetan;;Gipuzkoa;Erdialdekoa;iglesia
172094;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Orio;elízetan;elízetan;;Gipuzkoa;Erdialdekoa;iglesia
172095;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Orozko;elixatan;elixatan;;Bizkaia;Mendebaldekoa;iglesia
172096;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Otxandio;elíxatan;elíxatan;;Bizkaia;Mendebaldekoa;iglesia
172097;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Pagola;elízan;elízan;;Zuberoa;Zuberotarra;iglesia
172098;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Pagola;élizétan;élizétan;;Zuberoa;Zuberotarra;iglesia
172099;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Pasaia;elízetán;elízetán;;Gipuzkoa;Erdialdekoa;iglesia
172100;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Santa Grazi;elizatan;elizatan;;Zuberoa;Zuberotarra;iglesia
172101;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Santa Grazi;plazétan;plazétan;;Zuberoa;Zuberotarra;mercado
172102;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Santa Grazi;elizétan;elizétan;;Zuberoa;Zuberotarra;iglesia
172103;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Sara;elízetán;elízetán;;Lapurdi;Nafar-Lapurtarra;iglesia
172104;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Sara;plazétan;plazétan;;Lapurdi;Nafar-Lapurtarra;mercado
172105;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Senpere;elízetan;elízetan;;Lapurdi;Nafar-Lapurtarra;iglesia
172106;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Senpere;plazatán;plazatán;;Lapurdi;Nafar-Lapurtarra;mercado
172107;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Sohüta;elízatan;elízatan;;Zuberoa;Zuberotarra;iglesia
172108;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Sondika;elixátan;elexátan;;Bizkaia;Mendebaldekoa;iglesia
172109;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Suarbe;elízetan;elízetan;;Nafarroa;Nafarra;iglesia
172110;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Sunbilla;elístan;elístan;;Nafarroa;Nafarra;iglesia
172111;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Tolosa;elízetan;elízetan;;Gipuzkoa;Erdialdekoa;iglesia
172112;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Uharte Garazi;elizetán;elizetán;;NafarroaBehera;Nafar-Lapurtarra;iglesia
172113;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Urdiain;elízatán;elízatán;;Nafarroa;Nafarra;iglesia
172114;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Urdiñarbe;elizétan;elizétan;;Zuberoa;Zuberotarra;iglesia
172115;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Urketa;elízetan;elízetan;;Lapurdi;Nafar-Lapurtarra;iglesia
172116;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Urretxu;elízatan;elízatan;;Gipuzkoa;Erdialdekoa;iglesia
172117;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Ürrüstoi;elizétan;elizétan;;Zuberoa;Zuberotarra;iglesia
172118;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Uztaritze;elízetan;elízetan;;Lapurdi;Nafar-Lapurtarra;iglesia
172119;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Zaratamo;eléixetán;eléixetán;;Bizkaia;Mendebaldekoa;iglesia
172120;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Zeanuri;elexán;elexán;;Bizkaia;Mendebaldekoa;iglesia
172121;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Zeberio;elixátan;elexátan;;Bizkaia;Mendebaldekoa;iglesia
172122;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Zegama;elízatan;elízatan;;Gipuzkoa;Erdialdekoa;iglesia
172123;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Zilbeti;elízetan;elízetam;;Nafarroa;Nafarra;iglesia
172124;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Zilbeti;plázan;plázan;;Nafarroa;Nafarra;mercado
172126;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Zornotza;elíxatan;elíxatan;;Bizkaia;Mendebaldekoa;iglesia
172127;1036;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Zugarramurdi;elízetan;elízetan;;Nafarroa;Nafarra;iglesia
172130;1037;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Ahetze;elízan;elízan;;Lapurdi;Nafar-Lapurtarra;iglesia
172131;1037;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Aia;elízan;elízan;;Gipuzkoa;Erdialdekoa;iglesia
172132;1037;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Aldude;elízan;elízan;;NafarroaBehera;Nafar-Lapurtarra;iglesia
172133;1037;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Alkotz;elízen;elízem;;Nafarroa;Nafarra;iglesia
172134;1037;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Alkotz;elizán;plázan;;Nafarroa;Nafarra;iglesia
172135;1037;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Alkotz;elizán;tiéndan;;Nafarroa;Nafarra;iglesia
172136;1037;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Altzai;elizán;elizán;;Zuberoa;Zuberotarra;iglesia
172137;1037;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Altzürükü;elizán;elizán;;Zuberoa;Zuberotarra;iglesia
172138;1037;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Amezketa;elízén;elízén;;Gipuzkoa;Erdialdekoa;iglesia
172139;1037;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Andoain;elízan;elízan;;Gipuzkoa;Erdialdekoa;iglesia
172140;1037;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Aniz;elízen;elízem;;Nafarroa;Nafarra;iglesia
172141;1037;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Aramaio;eléixan;eléixan;;Araba;Mendebaldekoa;iglesia
172142;1037;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Araotz (Oñati);eléisan;eléisan;;Gipuzkoa;Mendebaldekoa;iglesia
172143;1037;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Arbizu;élizén;élizén;;Nafarroa;Nafarra;iglesia
172145;1037;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Armendaritze;elizán;elizán;;NafarroaBehera;Nafar-Lapurtarra;iglesia
172146;1037;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Arnegi;elizán;elizán;;NafarroaBehera;Nafar-Lapurtarra;iglesia
172147;1037;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Arrangoitze;elízan;elízan;;Lapurdi;Nafar-Lapurtarra;iglesia
172148;1037;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Arrasate;elíxan;elíxan;;Gipuzkoa;Mendebaldekoa;iglesia
172149;1037;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Arrazola (Atxondo);eléixan;eléixan;;Bizkaia;Mendebaldekoa;iglesia
172150;1037;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Arrieta;elíxán;elíxán;;Bizkaia;Mendebaldekoa;iglesia
172152;1037;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Arrueta;élizán;élizán;;NafarroaBehera;Nafar-Lapurtarra;iglesia
172153;1037;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Asteasu;elizán;elizán;;Gipuzkoa;Erdialdekoa;iglesia
172154;1037;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Ataun;elízan;elízan;;Gipuzkoa;Erdialdekoa;iglesia
172155;1037;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Azkaine;elizán;elizán;;Lapurdi;Nafar-Lapurtarra;iglesia
172156;1037;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Azkoitia;elízan;elízan;;Gipuzkoa;Erdialdekoa;iglesia
172157;1037;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Azpeitia;elízen;elízen;;Gipuzkoa;Erdialdekoa;iglesia
172158;1037;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Baigorri;elízan;elízan;;NafarroaBehera;Nafar-Lapurtarra;iglesia
172159;1037;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Bakio;eléixan;eléixan;;Bizkaia;Mendebaldekoa;iglesia
172160;1037;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Bardoze;élizan;élizan;;Lapurdi;Nafar-Lapurtarra;iglesia
172161;1037;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Barkoxe;elízan;elízan;;Zuberoa;Zuberotarra;iglesia
172162;1037;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Bastida;élizan;élizan;;NafarroaBehera;Nafar-Lapurtarra;iglesia
172163;1037;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Beasain;elizán;elizán;;Gipuzkoa;Erdialdekoa;iglesia
172164;1037;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Behorlegi;elizán;elizán;;NafarroaBehera;Nafar-Lapurtarra;iglesia
172165;1037;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Beizama;elízan;elízan;;Gipuzkoa;Erdialdekoa;iglesia
172166;1037;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Bergara;elizán;elizán;;Gipuzkoa;Mendebaldekoa;iglesia
172167;1037;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Bermeo;elíxen;elíxen;;Bizkaia;Mendebaldekoa;iglesia
172168;1037;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Berriz;elíxan;elíxan;;Bizkaia;Mendebaldekoa;iglesia
172169;1037;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Beruete;elízan;elízan;;Nafarroa;Nafarra;iglesia
172170;1037;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Beskoitze;elizán;elizán;;Lapurdi;Nafar-Lapurtarra;iglesia
